Date,Open,High,Low,Close
2024-02-23,56.876,57.28,55.64,55.72
2024-02-26,55.24,55.44,54.86,55.16
2024-02-27,54.48,54.76,54.016,54.12
2024-02-28,54.48,55.44,54.36,55.0
2024-02-29,54.0,55.48,53.96,54.24
2024-03-01,53.72,54.72,53.4,54.4
2024-03-04,54.16,54.6,53.96,54.28
2024-03-05,54.8,58.18,54.72,56.52
2024-03-06,55.2,57.2,54.88,56.72
2024-03-07,55.52,57.16,55.44,56.44
2024-03-08,55.64,59.84,55.28,57.92
2024-03-11,58.44,59.444,56.78,57.32
2024-03-12,55.92,56.68,54.34,54.52
2024-03-13,54.28,54.76,53.92,54.24
2024-03-14,53.88,57.8,53.56,55.64
2024-03-15,56.488,58.84,55.9,56.76
2024-03-18,55.88,55.944,54.96,55.44
2024-03-19,55.56,55.84,53.84,53.88
2024-03-20,54.0,54.2,52.5,52.76
2024-03-21,52.04,53.0,51.8,52.28
2024-03-22,52.52,52.8,51.68,52.52
2024-03-25,52.56,52.6,51.7,52.32
2024-03-26,51.76,52.04,51.16,52.04
2024-03-27,51.36,52.28,51.04,51.08
2024-03-28,51.2,52.04,50.92,51.88
2024-04-01,51.96,53.32,51.7,52.56
2024-04-02,54.36,55.8,53.8,53.8
2024-04-03,54.64,54.92,52.88,53.44
2024-04-04,52.64,57.64,52.12,55.98
2024-04-05,56.72,57.72,55.12,57.04
2024-04-08,56.0,56.48,54.36,54.8
2024-04-09,54.56,56.84,54.12,54.4
2024-04-10,55.76,57.56,55.16,55.44
2024-04-11,55.6,57.76,54.12,54.36
2024-04-12,56.8,61.94,56.8,59.16
2024-04-15,57.4,62.72,56.72,62.44
2024-04-16,61.96,62.6,59.24,60.32
2024-04-17,60.0,62.4,58.78,59.72
2024-04-18,58.92,61.08,58.24,59.88
2024-04-19,60.12,62.82,59.28,61.84
2024-04-22,59.48,59.56,56.332,57.08
2024-04-23,55.88,56.16,54.52,54.84
2024-04-24,54.56,55.84,54.2,54.28
2024-04-25,57.36,58.2,55.18,55.52
2024-04-26,53.96,54.44,53.44,53.72
2024-04-29,53.16,53.96,52.44,52.8
2024-04-30,53.0,54.56,52.36,54.44
2024-05-01,55.0,55.44,52.32,54.76
2024-05-02,53.6,55.08,52.72,52.96
2024-05-03,51.08,52.12,50.88,51.16
2024-05-06,50.36,50.44,49.64,49.64
2024-05-07,49.56,50.04,49.5,49.64
2024-05-08,49.64,49.72,49.06,49.12
2024-05-09,49.12,49.64,48.84,48.92
2024-05-10,48.88,49.04,48.16,48.24
2024-05-13,48.16,49.04,48.04,48.76
2024-05-14,48.76,49.08,47.76,47.96
2024-05-15,47.0,47.44,46.08,46.08
2024-05-16,46.08,46.54,45.92,46.04
2024-05-17,46.0,46.2,45.36,45.44
2024-05-20,45.48,45.84,45.0,45.52
